Camera,TimePeriod,NDVI,Rain,River Distance,Fire,Sparse Tree,Moderate Tree,Dense Tree,Latitude,Longitude,Days,Forest,Thomson's Gazelle
34,37,0.296,0,1453.7,0,0,0,1,-2.4484,34.814,8,1,0
34,38,0.25862,0,1453.7,0,0,0,1,-2.4484,34.814,8,1,0
34,39,0.45508,0,1453.7,0,0,0,1,-2.4484,34.814,8,1,0
34,40,0.46479,0,1453.7,0,0,0,1,-2.4484,34.814,8,1,0
34,41,0.46717,0,1453.7,0,0,0,1,-2.4484,34.814,8,1,0
34,42,0.39029,0,1453.7,0,0,0,1,-2.4484,34.814,8,1,1
34,43,0.42043,1,1453.7,0,0,0,1,-2.4484,34.814,8,1,0
34,44,0.58581,1,1453.7,0,0,0,1,-2.4484,34.814,8,1,0
34,45,0.52567,1,1453.7,0,0,0,1,-2.4484,34.814,8,1,0
34,46,0.39929,1,1453.7,0,0,0,1,-2.4484,34.814,8,1,0
35,1,0.80695,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,2,0.65345,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,3,0.64143,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,4,0.56901,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,5,0.45174,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,6,0.37613,0,889.71,0,1,0,0,-2.4661,34.813,8,0,1
35,7,0.35073,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,8,0.51334,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,9,0.55292,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,10,0.53281,0,889.71,0,1,0,0,-2.4661,34.813,8,0,1
35,11,0.43055,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,12,0.35621,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,13,0.54372,1,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,14,0.67657,1,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,15,0.69528,1,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,16,0.54599,1,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,17,0.76907,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,18,0.75408,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,19,0.72014,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,20,0.57166,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,21,0.51257,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,22,0.48668,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,23,0.47044,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,24,0.43426,0,889.71,0,1,0,0,-2.4661,34.813,8,0,1
35,25,0.365,0,889.71,0,1,0,0,-2.4661,34.813,8,0,1
35,26,0.33138,0,889.71,0,1,0,0,-2.4661,34.813,8,0,1
35,27,0.3136,0,889.71,0,1,0,0,-2.4661,34.813,8,0,1
35,28,0.28598,0,889.71,0,1,0,0,-2.4661,34.813,8,0,1
35,29,0.2758,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,30,0.29932,0,889.71,0,1,0,0,-2.4661,34.813,8,0,1
35,31,0.28358,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,32,0.28358,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,33,0.40446,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,34,0.3233,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,35,0.2861,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,36,0.27068,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,37,0.30156,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,38,0.26428,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,39,0.28357,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,40,0.4476,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,41,0.37014,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,42,0.30778,0,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,43,0.29466,1,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,44,0.72515,1,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,45,0.56996,1,889.71,0,1,0,0,-2.4661,34.813,8,0,0
35,46,0.55409,1,889.71,0,1,0,0,-2.4661,34.813,8,0,0
36,5,0.45826,0,100,0,1,0,0,-2.4875,34.813,3,0,0
36,6,0.41439,0,100,0,1,0,0,-2.4875,34.813,8,0,1
36,7,0.32391,0,100,0,1,0,0,-2.4875,34.813,8,0,1
36,8,0.36372,0,100,0,1,0,0,-2.4875,34.813,8,0,0
36,9,0.36441,0,100,0,1,0,0,-2.4875,34.813,8,0,0
36,10,0.37296,0,100,0,1,0,0,-2.4875,34.813,8,0,0
36,11,0.33745,0,100,0,1,0,0,-2.4875,34.813,8,0,0
36,12,0.31194,0,100,0,1,0,0,-2.4875,34.813,8,0,0
36,13,0.49901,1,100,0,1,0,0,-2.4875,34.813,8,0,0
36,14,0.67292,1,100,0,1,0,0,-2.4875,34.813,8,0,0
36,15,0.74839,1,100,0,1,0,0,-2.4875,34.813,7,0,0
37,1,0.76017,0,1330,0,1,0,0,-2.5295,34.815,8,0,0
37,2,0.69319,0,1330,0,1,0,0,-2.5295,34.815,8,0,0
37,3,0.65903,0,1330,0,1,0,0,-2.5295,34.815,8,0,0
37,4,0.57033,0,1330,0,1,0,0,-2.5295,34.815,8,0,0
37,5,0.47192,0,1330,0,1,0,0,-2.5295,34.815,8,0,1
37,6,0.45193,0,1330,0,1,0,0,-2.5295,34.815,8,0,0
37,7,0.36808,0,1330,0,1,0,0,-2.5295,34.815,8,0,0
37,8,0.37373,0,1330,0,1,0,0,-2.5295,34.815,8,0,0
37,9,0.41599,0,1330,0,1,0,0,-2.5295,34.815,8,0,0
37,10,0.41604,0,1330,0,1,0,0,-2.5295,34.815,8,0,0
37,11,0.37999,0,1330,0,1,0,0,-2.5295,34.815,8,0,0
37,12,0.3143,0,1330,0,1,0,0,-2.5295,34.815,8,0,0
37,13,0.49512,1,1330,0,1,0,0,-2.5295,34.815,8,0,0
37,14,0.60599,1,1330,0,1,0,0,-2.5295,34.815,8,0,0
37,15,0.61772,1,1330,0,1,0,0,-2.5295,34.815,8,0,0
37,16,0.75581,1,1330,0,1,0,0,-2.5295,34.815,8,0,0
37,17,0.88456,0,1330,0,1,0,0,-2.5295,34.815,8,0,0
37,18,0.78095,0,1330,0,1,0,0,-2.5295,34.815,3,0,0
37,19,0.7304,0,1330,0,1,0,0,-2.5295,34.815,8,0,0
37,20,0.66603,0,1330,0,1,0,0,-2.5295,34.815,8,0,0
37,21,0.59549,0,1330,0,1,0,0,-2.5295,34.815,8,0,0
37,22,0.53615,0,1330,0,1,0,0,-2.5295,34.815,8,0,0
37,23,0.5472,0,1330,0,1,0,0,-2.5295,34.815,8,0,0
37,24,0.4841,0,1330,0,1,0,0,-2.5295,34.815,8,0,0
37,25,0.41421,0,1330,0,1,0,0,-2.5295,34.815,8,0,0
37,26,0.35492,0,1330,0,1,0,0,-2.5295,34.815,8,0,0
37,35,0.28166,0,1330,0,1,0,0,-2.5295,34.815,1,0,0
38,18,0.71848,0,2003.6,0,1,0,0,-2.5495,34.811,3,0,0
38,19,0.6968,0,2003.6,0,1,0,0,-2.5495,34.811,8,0,0
38,20,0.65474,0,2003.6,0,1,0,0,-2.5495,34.811,8,0,0
38,21,0.56109,0,2003.6,0,1,0,0,-2.5495,34.811,8,0,1
38,22,0.55553,0,2003.6,0,1,0,0,-2.5495,34.811,8,0,0
38,23,0.54601,0,2003.6,0,1,0,0,-2.5495,34.811,8,0,0
38,24,0.51008,0,2003.6,0,1,0,0,-2.5495,34.811,8,0,0
38,25,0.44122,0,2003.6,0,1,0,0,-2.5495,34.811,8,0,0
38,26,0.3627,0,2003.6,0,1,0,0,-2.5495,34.811,8,0,0
38,27,0.35881,0,2003.6,0,1,0,0,-2.5495,34.811,8,0,0
38,28,0.32952,0,2003.6,0,1,0,0,-2.5495,34.811,8,0,0
38,29,0.33349,0,2003.6,0,1,0,0,-2.5495,34.811,8,0,1
38,30,0.352,0,2003.6,0,1,0,0,-2.5495,34.811,4,0,0
38,32,0.27718,0,2003.6,0,1,0,0,-2.5495,34.811,1,0,0
38,33,0.30625,0,2003.6,0,1,0,0,-2.5495,34.811,8,0,0
38,34,0.30899,0,2003.6,0,1,0,0,-2.5495,34.811,8,0,0
38,35,0.25428,0,2003.6,0,1,0,0,-2.5495,34.811,8,0,0
38,36,0.24796,0,2003.6,0,1,0,0,-2.5495,34.811,8,0,0
38,37,0.31989,0,2003.6,0,1,0,0,-2.5495,34.811,8,0,1
38,38,0.30671,0,2003.6,0,1,0,0,-2.5495,34.811,8,0,0
38,39,0.29214,0,2003.6,0,1,0,0,-2.5495,34.811,8,0,1
38,40,0.54868,0,2003.6,0,1,0,0,-2.5495,34.811,8,0,0
38,41,0.4986,0,2003.6,0,1,0,0,-2.5495,34.811,8,0,0
38,42,0.4935,0,2003.6,0,1,0,0,-2.5495,34.811,8,0,0
38,43,0.43216,1,2003.6,0,1,0,0,-2.5495,34.811,2,0,0
39,1,0.67724,0,3354.6,0,1,0,0,-2.568,34.814,8,0,0
39,2,0.62419,0,3354.6,0,1,0,0,-2.568,34.814,8,0,0
39,3,0.64276,0,3354.6,0,1,0,0,-2.568,34.814,8,0,0
39,4,0.52433,0,3354.6,0,1,0,0,-2.568,34.814,8,0,0
39,5,0.44209,0,3354.6,0,1,0,0,-2.568,34.814,8,0,0
39,6,0.38384,0,3354.6,0,1,0,0,-2.568,34.814,8,0,0
39,7,0.34921,0,3354.6,0,1,0,0,-2.568,34.814,8,0,0
39,8,0.45011,0,3354.6,0,1,0,0,-2.568,34.814,8,0,0
39,9,0.44504,0,3354.6,0,1,0,0,-2.568,34.814,8,0,0
39,10,0.52708,0,3354.6,0,1,0,0,-2.568,34.814,8,0,0
39,11,0.55053,0,3354.6,0,1,0,0,-2.568,34.814,8,0,0
39,12,0.46349,0,3354.6,0,1,0,0,-2.568,34.814,8,0,0
39,13,0.54287,1,3354.6,0,1,0,0,-2.568,34.814,8,0,0
39,14,0.60495,1,3354.6,0,1,0,0,-2.568,34.814,6,0,0
39,18,0.71303,0,3354.6,0,1,0,0,-2.568,34.814,3,0,0
39,19,0.6935,0,3354.6,0,1,0,0,-2.568,34.814,8,0,0
39,20,0.63862,0,3354.6,0,1,0,0,-2.568,34.814,8,0,0
39,21,0.47868,0,3354.6,0,1,0,0,-2.568,34.814,3,0,0
39,28,0.29905,0,3354.6,0,1,0,0,-2.568,34.814,8,0,0
39,29,0.30585,0,3354.6,0,1,0,0,-2.568,34.814,8,0,0
39,30,0.29028,0,3354.6,0,1,0,0,-2.568,34.814,8,0,0
39,31,0.28299,0,3354.6,0,1,0,0,-2.568,34.814,8,0,0
39,32,0.28299,0,3354.6,0,1,0,0,-2.568,34.814,8,0,0
39,33,0.25385,0,3354.6,0,1,0,0,-2.568,34.814,8,0,0
39,34,0.26631,0,3354.6,0,1,0,0,-2.568,34.814,8,0,0
39,35,0.24546,0,3354.6,0,1,0,0,-2.568,34.814,6,0,0
39,43,0.49223,1,3354.6,0,1,0,0,-2.568,34.814,2,0,0
39,44,0.54059,1,3354.6,0,1,0,0,-2.568,34.814,4,0,0
40,1,0.73393,0,1284.9,0,1,0,0,-2.5895,34.816,8,0,0
40,2,0.64216,0,1284.9,0,1,0,0,-2.5895,34.816,8,0,0
40,3,0.62269,0,1284.9,0,1,0,0,-2.5895,34.816,8,0,0
40,4,0.57965,0,1284.9,0,1,0,0,-2.5895,34.816,8,0,0
40,5,0.50277,0,1284.9,0,1,0,0,-2.5895,34.816,8,0,0
40,6,0.43357,0,1284.9,0,1,0,0,-2.5895,34.816,8,0,0
40,7,0.40204,0,1284.9,0,1,0,0,-2.5895,34.816,8,0,1
40,8,0.4113,0,1284.9,0,1,0,0,-2.5895,34.816,8,0,0
40,9,0.47173,0,1284.9,0,1,0,0,-2.5895,34.816,8,0,0
40,10,0.55753,0,1284.9,0,1,0,0,-2.5895,34.816,8,0,0
40,11,0.59045,0,1284.9,0,1,0,0,-2.5895,34.816,8,0,0
40,12,0.66554,0,1284.9,0,1,0,0,-2.5895,34.816,8,0,0
40,13,0.63095,1,1284.9,0,1,0,0,-2.5895,34.816,8,0,0
40,14,0.60593,1,1284.9,0,1,0,0,-2.5895,34.816,1,0,0
40,18,0.73044,0,1284.9,0,1,0,0,-2.5895,34.816,3,0,0
40,19,0.69528,0,1284.9,0,1,0,0,-2.5895,34.816,8,0,0
40,20,0.63931,0,1284.9,0,1,0,0,-2.5895,34.816,8,0,0
40,21,0.5127,0,1284.9,0,1,0,0,-2.5895,34.816,8,0,0
40,22,0.49755,0,1284.9,0,1,0,0,-2.5895,34.816,3,0,0
40,35,0.29447,0,1284.9,0,1,0,0,-2.5895,34.816,1,0,0
40,36,0.29181,0,1284.9,0,1,0,0,-2.5895,34.816,8,0,0
40,37,0.35209,0,1284.9,0,1,0,0,-2.5895,34.816,8,0,0
40,38,0.41076,0,1284.9,0,1,0,0,-2.5895,34.816,2,0,0
40,43,0.45838,1,1284.9,0,1,0,0,-2.5895,34.816,2,0,0
40,44,0.46959,1,1284.9,0,1,0,0,-2.5895,34.816,8,0,0
40,45,0.57727,1,1284.9,0,1,0,0,-2.5895,34.816,8,0,0
40,46,0.20708,1,1284.9,0,1,0,0,-2.5895,34.816,8,0,0
41,18,0.76825,0,640.83,0,1,0,0,-2.6101,34.814,3,0,0
41,19,0.71437,0,640.83,0,1,0,0,-2.6101,34.814,8,0,0
41,20,0.66713,0,640.83,0,1,0,0,-2.6101,34.814,8,0,0
41,21,0.60818,0,640.83,0,1,0,0,-2.6101,34.814,8,0,0
41,22,0.54493,0,640.83,1,1,0,0,-2.6101,34.814,8,0,1
41,23,0.32701,0,640.83,0,1,0,0,-2.6101,34.814,8,0,1
41,24,0.34164,0,640.83,0,1,0,0,-2.6101,34.814,8,0,1
41,25,0.3097,0,640.83,0,1,0,0,-2.6101,34.814,8,0,0
41,26,0.28984,0,640.83,0,1,0,0,-2.6101,34.814,3,0,0
41,27,0.28339,0,640.83,0,1,0,0,-2.6101,34.814,2,0,1
41,28,0.25707,0,640.83,0,1,0,0,-2.6101,34.814,8,0,1
41,29,0.26149,0,640.83,0,1,0,0,-2.6101,34.814,8,0,1
41,30,0.25746,0,640.83,0,1,0,0,-2.6101,34.814,8,0,1
41,31,0.28584,0,640.83,0,1,0,0,-2.6101,34.814,8,0,1
41,35,0.30136,0,640.83,0,1,0,0,-2.6101,34.814,1,0,0
41,36,0.27523,0,640.83,0,1,0,0,-2.6101,34.814,8,0,1
41,37,0.3316,0,640.83,0,1,0,0,-2.6101,34.814,8,0,1
41,38,0.29202,0,640.83,0,1,0,0,-2.6101,34.814,8,0,1
41,39,0.40248,0,640.83,0,1,0,0,-2.6101,34.814,8,0,1
41,40,0.46283,0,640.83,0,1,0,0,-2.6101,34.814,8,0,1
41,41,0.46013,0,640.83,0,1,0,0,-2.6101,34.814,8,0,1
41,42,0.49247,0,640.83,0,1,0,0,-2.6101,34.814,8,0,0
41,43,0.23127,1,640.83,0,1,0,0,-2.6101,34.814,8,0,0
41,44,0.48505,1,640.83,0,1,0,0,-2.6101,34.814,2,0,1
42,1,0.72551,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,2,0.64602,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,3,0.632,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,4,0.61189,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,5,0.5455,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,6,0.44602,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,7,0.39907,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,8,0.47255,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,9,0.52049,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,10,0.58156,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,11,0.55669,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,12,0.48121,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,13,0.59736,1,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,14,0.58519,1,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,15,0.6137,1,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,16,0.71269,1,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,17,0.75632,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,18,0.74502,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,19,0.67341,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,20,0.60544,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,21,0.49394,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,22,0.48717,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,23,0.46988,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,24,0.44259,0,569.62,0,1,0,0,-2.6282,34.809,8,0,1
42,25,0.39161,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,26,0.35323,0,569.62,0,1,0,0,-2.6282,34.809,8,0,1
42,27,0.35398,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,28,0.31457,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,29,0.32094,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,30,0.31611,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,31,0.30744,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,32,0.30744,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,33,0.37564,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,34,0.31631,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,35,0.31715,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,36,0.31717,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,37,0.3997,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,38,0.40217,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,39,0.36279,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,40,0.46745,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,41,0.37899,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,42,0.41375,0,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,43,0.40103,1,569.62,0,1,0,0,-2.6282,34.809,4,0,0
42,44,0.50876,1,569.62,0,1,0,0,-2.6282,34.809,7,0,0
42,45,0.51425,1,569.62,0,1,0,0,-2.6282,34.809,8,0,0
42,46,0.4844,1,569.62,0,1,0,0,-2.6282,34.809,8,0,0
43,1,0.73524,0,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,2,0.60284,0,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,3,0.56831,0,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,4,0.48282,0,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,5,0.43652,0,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,6,0.31486,0,124.89,0,0,0,1,-2.3863,34.836,8,1,1
43,7,0.24634,0,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,8,0.31146,0,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,9,0.43682,0,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,10,0.4714,0,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,11,0.4363,0,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,12,0.51404,0,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,13,0.55401,1,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,14,0.72909,1,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,15,0.79815,1,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,16,0.72509,1,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,17,0.79053,0,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,18,0.76359,0,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,19,0.75686,0,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,20,0.63669,0,124.89,0,0,0,1,-2.3863,34.836,3,1,0
43,26,0.33531,0,124.89,0,0,0,1,-2.3863,34.836,1,1,0
43,27,0.3106,0,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,28,0.29381,0,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,29,0.28604,0,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,30,0.2593,0,124.89,0,0,0,1,-2.3863,34.836,8,1,1
43,31,0.37552,0,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,32,0.37552,0,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,33,0.49759,0,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,34,0.408,0,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,35,0.36976,0,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,36,0.33258,0,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,37,0.36672,0,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,38,0.31036,0,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,39,0.53786,0,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,40,0.48774,0,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,41,0.37272,0,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,42,0.38744,0,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,43,0.42272,1,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,44,0.37647,1,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,45,0.40522,1,124.89,0,0,0,1,-2.3863,34.836,8,1,0
43,46,0.12299,1,124.89,0,0,0,1,-2.3863,34.836,8,1,0
44,1,0.73963,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,2,0.61342,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,3,0.59053,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,4,0.55924,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,5,0.46891,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,6,0.39968,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,9,0.49383,0,1441.4,0,0,0,1,-2.4076,34.835,5,1,0
44,10,0.49757,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,11,0.41657,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,12,0.36151,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,13,0.52211,1,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,14,0.69328,1,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,15,0.74556,1,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,16,0.55611,1,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,17,0.80201,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,18,0.77698,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,19,0.71591,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,20,0.62714,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,21,0.50653,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,22,0.4947,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,1
44,23,0.42857,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,24,0.39891,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,25,0.35752,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,1
44,26,0.34015,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,27,0.31545,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,28,0.30516,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,1
44,29,0.28295,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,30,0.28472,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,31,0.29776,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,32,0.29776,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,33,0.376,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,34,0.41336,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,35,0.37953,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,36,0.35369,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,37,0.4434,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,38,0.35984,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,39,0.50855,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,40,0.60526,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,41,0.54619,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,42,0.5037,0,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,43,0.41563,1,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,44,0.46751,1,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,45,0.51187,1,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
44,46,0.55661,1,1441.4,0,0,0,1,-2.4076,34.835,8,1,0
45,1,0.7116,0,480.41,0,0,1,0,-2.4272,34.835,8,1,0
45,2,0.58586,0,480.41,0,0,1,0,-2.4272,34.835,8,1,0
45,3,0.56954,0,480.41,0,0,1,0,-2.4272,34.835,8,1,0
45,4,0.5255,0,480.41,0,0,1,0,-2.4272,34.835,8,1,0
45,5,0.44792,0,480.41,0,0,1,0,-2.4272,34.835,8,1,0
45,6,0.404,0,480.41,0,0,1,0,-2.4272,34.835,8,1,0
45,7,0.40514,0,480.41,0,0,1,0,-2.4272,34.835,8,1,0
45,8,0.441,0,480.41,0,0,1,0,-2.4272,34.835,8,1,0
45,9,0.47388,0,480.41,0,0,1,0,-2.4272,34.835,8,1,0
45,10,0.5131,0,480.41,0,0,1,0,-2.4272,34.835,8,1,0
45,11,0.43475,0,480.41,0,0,1,0,-2.4272,34.835,8,1,0
45,12,0.44875,0,480.41,0,0,1,0,-2.4272,34.835,8,1,0
45,13,0.4941,1,480.41,0,0,1,0,-2.4272,34.835,8,1,0
45,14,0.60707,1,480.41,0,0,1,0,-2.4272,34.835,8,1,0
45,15,0.74201,1,480.41,0,0,1,0,-2.4272,34.835,8,1,0
45,16,0.67726,1,480.41,0,0,1,0,-2.4272,34.835,8,1,0
45,17,0.76499,0,480.41,0,0,1,0,-2.4272,34.835,8,1,0
45,18,0.72413,0,480.41,0,0,1,0,-2.4272,34.835,8,1,0
45,19,0.64226,0,480.41,0,0,1,0,-2.4272,34.835,8,1,0
45,20,0.51938,0,480.41,0,0,1,0,-2.4272,34.835,8,1,0
45,21,0.46283,0,480.41,0,0,1,0,-2.4272,34.835,8,1,0
45,22,0.41917,0,480.41,0,0,1,0,-2.4272,34.835,8,1,0
45,23,0.42082,0,480.41,0,0,1,0,-2.4272,34.835,8,1,0
45,24,0.40144,0,480.41,0,0,1,0,-2.4272,34.835,8,1,0
45,25,0.37306,0,480.41,0,0,1,0,-2.4272,34.835,8,1,1
45,26,0.33616,0,480.41,0,0,1,0,-2.4272,34.835,8,1,1
